gold_id,gold_question,best_rank
12100,How effective was Hagos as a player when he played in the AHL from 2005 to 2007?,31
20879,When was Rated R: Remixed released in Brazil and the United States?,3
21095,What movie roles did DeObia Opare play in the year 2011 and what movies were they in?,85
898,How long was Pat McMahon the head coach of the Florida Gators?,5
14467,Where did the Holographic Principle World Tour kick off and conclude in 2017?,9
14489,How many total goals and appearances did Ronnie Allen make for West Bromwich Albion?,5
9903,What roles has Vanessa Hudgens played in live musicals?,187
1731,How did Barry Mynter's performance as head coach for Canisius Golden Griffins (Metro Atlantic Athletic Conference) change over time?,1142
1763,For what club did Cheesebrough play the most?,33
10510,In what movies did Robert Mandan play in 1982?,2
11726,What role did DeAnna Robbins play in the Film Final Exam in 1985?,1
8110,When was the Tiffany Evans album rebased in the United State and Japan and by which label?,1
789,How large is the area of the Pihlajavesi lake?,1
43,What is Richard Thompson's 100 metres record?,13
9519,"Between 2013 and 2017, how many people were killed in the insurgency in Egypt?",12
1251,Who is in Lane 5 and what is the result?,124
21604,Where and when did the 20th Anniversary—The Super Tour of Misia: Girls Just Wanna Have Fun start and end?,75
7850,Who was below Michael Phelps during the 2000 summer Olympics?,251
7776,"What rank did Nadezhda Chemezova end up in the Women's 400 metre freestyle of the Swimming at the 2000 Summer Olympics, and who was right behind her?",115
20978,"Which club Ryosuke Kijima moved to in 2002, where he played J2 League?",40
9,Who is the first president and how long was he/she in the position?,2
11732,What recurring roles did Heather Burns play after 2000?,11
12091,"Who were the candidates in the 1968 U.S. presidential election in West Virginia, and by what percentage of the popular vote did the leader win?",128
20707,Fehrbelliner Platz is a station of the Berlin U-Bahn located where ?,2
1634,What awards did Idina Menzel win in 2014?,23
14745,How did Selah Jepleting Busienei perform in the Military World Games?,1
25,When was Matthew Knight's debut?,42
21054,What were the results of the 2014 Harlow District Council election?,34
13110,What happened to Norris in 2001-02 and 2002-03?,121
8332,"What was Amanda Pays debut film and what role did she play in the film ""Off Limits"" (1988)?",372
7771,Who were the two athletes with the top two times?,20
20858,How many goals and appearance did Hal Robson-Kanu make for Reading in the Premier League in 2012 ?,3
20907,What was the first name of the incumbent chief minister during the tenure of July 1971 to February 1973.,3
8596,Who were the swimmers on the edge lanes?,76
21621,How many seats did the Kuomintang win and how many seats are there total?,9
14428,What channel and video type was Peace TV added to?,9
8135,Which stage/s did Hugh Maynard star in 2002 and what was his role/s?,304
9657,Did Nina Dinata direct any films that were submitted for the Academy Award for Best Foreign Language Film?,1
15699,What role in what movie did Jon Voight have in 1999?,1052
9609,How did Collins Cheboi perform in International competitions?,180
10432,By whom were the two longest jumps made?,8
910,What are the racing distances for Greyhound races?,2
12140,What was Leland Orser's involvement in Alien Resurrection (1997)?,125
14805,For what club and division did Riccardo Montolivo appear in 2004-05?,1
307,What films did Cerina Vincent appear in 2005?,8
12535,What was the Rayagada (Odisha Vidhan Sabha constituency) 2014 election results?,28
21504,When and in which film did Luke Evans play the role of Apollo?,33
519,What character did Luana Tanaka play in 2014?,4
21402,"During the 1915 Norwegian parliamentary election, what ratio of total seats did the Liberal Party walk away with?",12
85,What films did Orpheus Pledger play from 2004 to 2011?,154
21655,"Who were the top two contenders in the 2012 United States House of Representatives elections in Washington for District 10 and what percentage of the vote did they win, respectively?",29
13014,How did the 1998 United States House of Representative election turn out?,281
1502,What happened in 1924?,11
12032,How did Nelson perform at the 1983 Us open?,670
11710,What roles did Anne Marie McEvoy play in Children of the Corn and in  Lots of Luck?,1
1383,What is the award and nomination for Salvation RMX at the Gwinnett Center International Film Festival.?,1
21476,"Who were the top two contenders in the 1973 Chester-le-Street by-election, and by what majority of votes did the Labour candidate win?",374
10054,How did the last three finishers perform at the Women's 100 metre butterfly Olympics?,149
298,What films cast Claire Danes in 1998?,59
21043,In what competition was Oscar Cortínez the winner in 2003 and 2004?,408
10500,What has Roberto Tola won at the Global Music Awards?,265
21363,When did Kevin Stalling lead the Illinois State Redbirds to postseason tournaments and what was his overall coaching record with the school?,1
21421,What team did Keogh join after departing Perth in 2015?,28
21583,What place did Lyudmyla Yosypenko come in in the 2012 London Olympics and how many points did she get?,55
1936,What did David Storl achieve in 2011?,333
1644,How much of the vote did the top 2 candidates receive?,22
21406,"What is Dan Muscatell's overall record with Sacramento State, and how many season did he serve as head coach?",1
9316,Who were the US senators from New Mexico from 1927-1928?,2
12130,What roles did Yue Yunpeng play in the year 2017?,15
21337,What were Debbie Scott-Bowker’s personal records in the 1986 Commonwealth Games?,24
21380,How did Julie Hardaker perform against Ewan Wilson in the 2013 Hamilton mayoral election?,1
20705,What album did Chris Weber release in 2004?,13
10650,"In what films did Sophie Cookson play Roxanne ""Roxy"" Morton?",727
9273,Where does the Samudra Kanya Express travel?,1
802,When and where was KOTC: Unstoppable held?,1
8013,How well did China's men perform in the 2016 Summer Olympics 200m Backstroke event?,34
21481,"In 1992, what place did Debbie Marti place in the Olympic Games in Barcelona and what were her final and highest jumps?",2
14911,How did Janice Hahn perform against Gavin Newsom?,1
8277,For which films did Roland Manookian play the role of Zeberdee and Craig Rolfe and when were those films released?,86
8444,What was Svetlana Ivanova's next film after Franz + Polina?,524
11260,How did Lee bring Ray Harford and Keith Lindsey?,46
904,"What was the eighth highest grossing Turkish film, and how much did it make?",1
8373,Which role did Gage Golightly play in the miniseries 5ive Days to Midnight and which unsold television pilot was he a part of in 2004?,104
13604,"In 2012, Gordon returned to the role of Greg Heffley for the last time in which film?",51
21492,How many total seasons and appearances did David Martin rack up before leaving Milton Keynes Dons?,69
685,Is Vemuru one of the 17 constituencies in Guntur?,1
21295,"What shows did Joely Richardson play on in 2010, and what we the names of her characters?",1025
15318,Which categories did Dwaar win at the Assam State Film Awards between 2010 to 2012?,1
2026,How many votes did each party's candidate get in the 1887 North Antrim by-election?,49
8944,What are the two films made by Lakshmi Narasimha Entertainments in 2017 and who are the directors for these two films?,2
21149,What year did Kym Marsh play Kay Price in Hollyoaks: In the City?,646
7961,Who placed fourth and fifth in the 2012 Summer Olympics and what were their respective times?,466
280,What films in 2008 have Emilia Fox as cast?,186
21445,"Which parish, deanery, and diocese does Tverlandet Church belong to?",1
21606,When and in which film did Kathy Najimy first play the role of Sister Mary Patrick?,1
21669,"Who was Dennis McDonnell's biggest competition in the 2012 St Helens Metropolitan Borough Council election for the ward of Billinge and Seneley Green, and what was final majority of votes?",34
10545,How many total tons has U-9 sunk or damaged?,20
1694,What were the results of the 1948 United States presidential election in South Dakota?,99
7710,What roles did Liza Lapira play in 2009?,9
20780,What Steven Spielberg films has Jesse Plemons appeared in?,331
21436,Which club and club division did Miguel Almirón play for in 2016?,9
13711,When and where did Yuji Nariyama start his career?,713
7988,What are the structural differences between NGC 2914 and NGC 4015?,1
10512,What are the longest and smallest rivers in Prizren?,1
1477,Which arena hosted the most Deep events in 2006?,4
8426,What events did Agnetha Chelimo compete in at the African Championships?,8
12919,What were the election results of Jack Williams and Raúl Héctor Castro during the 1970's Arizona gubernatorial Election?,1
20829,Who did Mobi Okoli play for in Tippeligaen in 2012?,22
16985,What was Leon Legge's performance history during the 2013-14 season?,28
2066,What television series did Yang star in 2018?,35
21653,Which Liberal Party candidate won the 1996 Lindsay by-election and by what percentage of swing votes?,118
10009,What role did Drake Bell reprise in Disney Infinity 3.0?,1
8415,In what films did Pierre Tornade voice Vitalstatistix?,1
1800,Did Josh Ostrander appear frequently on the US Alt. Chart?,3
17174,What clubs and leagues did Sweetzer play for during and after 1980?,3
10675,On what shows has Crystal R. Fox appeared as a series regular?,129
2041,"What did Wunmi Mosaku achieve in Damilola, Our Loved Boy (2016)?",1489
21303,"How did Yoshitaka Ito perform during the 1994 Asian Games and 1995 Asian Championships, respectively?",1
20968,Who won the election and by what margin?,59
9857,Which roles did Breckenridge play during 2008?,786
20753,Where did Alfred Strange begin his career and first play in Third Division South?,97
21175,"Who opposed Fauntroy in the 1988 United States House of Representatives election in the District of Columbia, and what percentage of the vote did each receive, respectively?",68
10477,How many tons worth of warships did U-77 damage and declare a total loss?,2
14784,How many goals and matches did Alan Biley rack up with his first club?,58
21433,When did Don Peden begin and end his career with the Ohio Bobcats and what was his overall record with the team?,4
7736,How effective were the U-775 submarines during the war?,119
1821,Who hold the seat prior to 2000s?,92
1765,Did Lou Costello play on any television shows as himself?,1
12413,Wo did Park portray in In the 2011 SBS series A Thousand Days' Promise?,102
9249,Who beat John Carberry in the Challenge International de Tourisme 1930 Circuit over Europe?,221
1225,Who directed Satyameva Jayate and when is it released?,158
16718,"What colleges did Shelton serve for, when, and what was his career college record?",652
1640,Did a party win a majority in the 1963 Mongolian legislative election?,3
21453,"When did the 1966 Tour de France take place, how many stages did it consist of, and what was the total distance covered by the event?",35
21062,Who got a majority of the votes and what percentage did they get?,2
9704,"How many houses are in Dhandal, and how many males and females occupy them?",35
12848,What league and club was Marinos associated with in the 2008-09 season?,43
9901,How did the Netherlands perform in the Women's 4x100 metre freestyle relay compared to the Americans and Australians?,162
16736,What was the company production like?,9
17430,"What team did Phil Sproson play for in the 1985-86 season, and what division did he play in?",15
10051,What roles did Paul Schneider play in 2007?,426
21076,"What two records does Mariette Van Heerden still hold for Zimbabwe, and when did she set them?",6
995,Who had the lowest winning percentage and win/loss ratio in the 1932 season?,18
11728,"Did Kotak win any awards at the 2009 Anugerah Planet Muzik, and if so which one?",1
10005,What television roles did Darby Stanchfield play in 2006?,512
1840,Was Heredia still playing in Segunda División B in the 2007-08 season?,1
11329,"Which films did Wisdom play as Ryan, Astinos and as 'Midnight' Mark?",246
1354,"Which films did Steve Zissis appear in 2008, 2010, and 2012?",32
20997,With what percentage of the votes did Wood win the election and whom did he defeat?,1
194,"Did ""The Presets"" win any award?",1
8170,What was Leeves roles in James and the Giant Peach (1996) and Music of the Heart (1999)?,123
9234,What role did Paul Sun-Hyung Lee play the most?,51
9808,What roles did dela Fuente play in 2001?,26
634,Who was Uaxaclajuun Ub'aah untill 738?,4
13806,"How long was the 1967 Tour de France, measured in distance, stages and time?",26
7916,What did Mitchell Kriegman write and develop in 1991?,3
12331,"Who starred in Johnny English (2003), its sequel, Johnny English Reborn (2011) and its second sequel; Johnny English Strikes Again (2018)?",287
21135,"Who is the artist behind the single ""Don't Forget Who You Are,"" from an album of the same name?",1
1342,What did Kenneth Choi play in 2013?,344
8097,What TV series did Mark Kassen star in from 1990 to 1999?,49
10658,What roles did Corbet play in the 2000's?,496
652,"Who did Merrells cast in ""Knightfall"" in 2017?",2
1234,"What is the personal best of Roscoe Parrish in 55 meters, and where and when did he make it?",39
21296,What films and which roles did Diana Rigg play in 1981 and 1982?,62
21465,How many points did Hans Van Alphen earn at his first TNT - Fortuna Meeting and where did the competition take place?,101
1786,Did Ana Camila Pirelli win early in her career representing Paraguay?,71
669,How much is the One Wilshire building sold by Hines Real Estate?,1
21541,How long is the Ryōmō Line and what other lines does it transfer through?,1
21444,How many times did Bryan robson play for Manchester United and what were his total goals scored?,18
14678,"Rounded to the nearest tenth of a decimal, what is the total amount of votes, how many voted against, and how many were invalid/blank?",14
8427,"Who won bronze at the women's 400 metre individual medley at the 2016 Summer Olympics, and how much faster was she than the fourth-place finisher?",43
21319,"What percentage of the vote did George Theodore Werts earn in the 1892 New Jersey gubernatorial election, and which candidate was his main challenger?",108
480,What did James Waterston play as his first role?,236
10478,What roles did Mason have in 2013?,43
932,What role did Stephen Walters play in 2004?,145
8495,What films did Luz Jimenez appear in from 2012 to 2015?,671
2021,What did Zaccardo contribute to the Parma club in League?,5
14197,What two dates were the Final Four played on?,11
21022,"When was ""Entends-tu le monde?"" released as a CD single in France?",1
10220,"What are some of the Vickers, Lockheed, and Boeing planes comprising the Gulf Air Fleet?",10
21646,Which club and division did Jackie Mudie play for during the 1962-63 season?,71
9306,Which Sri Lankan cricket players scored centuries against India in 1082?,6
21575,What awards did Michael McKay win in 2011?,1
1215,What did Augustus Prew star as in 2017?,565
7735,"Since making her acting debut in the 2002 Kannada-language film Appu, how does Rakshita communicate on film?",1
21348,"During the 2005-06 season, which club and what league did Alberto Aquilani play for?",18
20834,"What shows did Baseer Ali host in 2019, and did he host with anyone else?",2
20975,What was Kazunari Ninomiya's second film role of the year 2006?,45
21032,Who won in the first election in 1951 from Baruipore?,1
1593,When did Yussuf Poulsen score his first international goal and in what game did it occur?,8
2253,How did Mark Greaves perform in Boston before moving to Burton Albion?,241
17533,"Who won the 1952 United States presidential election in Arizona, and what was the percentage margin?",164
10541,Who won the silver medal?,103
662,How did Yigrem Demelash perform at the 2013 World Cross Country Championships?,1
8111,Which films did Christopher Evan Welch appear in 2012 and as what role?,131
8902,Has the Government of India honored A. P. J. Abdul Kalam before 1995 and which awards did it give?,16
9222,When was Paul Reiser performing uncredited roles?,45
9556,What roles did Wendy Moniz have from 2005-2007?,1086
21157,What year did Falia return to a club he has played in before in the  Maltese Premier League?,2
2087,What were the last two productions of The Trimurti Films?,15
20763,When  were 284Nh and 285Nh isotope of Nihonium discovered?,1
20752,How many First division game was Albert Cook featured in while in Stoke before moving on to Stockport County?,8
11919,How many appearances did González make in the 2016-2017 season with Palermo in the Serie A?,253
1586,Kelsey Sanders appeared in the most episodes of which show in which year?,311
21580,"What role will Jack Lowden play in Fonzo, and when will the film be released?",130
2200,What did Nikolay Sidorov achieve in the 1982 European Championships?,4
9678,How did Anne Ravi's career begin?,2980
21568,Who played Calvin Arliss in Law and Order in 2010?,248
8267,In which sequel film did Katherine Heigl reprised the voice role of Andie and when was it released?,107
1295,When and where is Cage Rage Contenders 6?,1
10766,What roles did Dzundza play in No Way Out and in The Beast?,12
8341,What role did Gwen Verdon play in the movie Walking Across Egypt (1999) and which plum did she appear in 2000?,5431
8509,Which roles did Paul Ben-Victor play in 2006?,112
109,"What roles did Peter Egan play in the film ""Callan"" and ""Chariots of Fire"" respectively?",969
9594,Who did Grace Dove Play in The Revenant and How It Ends?,305
21231,"What was Carl Zamloch's overall head coaching record in college baseball, and how many seasons did he serve as head coach over his entire career?",99
1918,How many appearances did Allen Tankard make for Port Vale? How many goals did he achieve?,197
10753,What roles did Colleen Ballinger play in 2013?,677
17054,On which channel did WNYJ-TV aired MHz WorldView?,1
17606,What is the pixel aspect ratio for the 480 and 576?,4
21238,"What was Yevgeniy Ektov’s personal record in the 2007 Asian Indoor Games, and how did he place?",27
12515,"How many international goals did Donawa make in his debut, a 5–0 World Cup qualifying victory against the Bahamas?",28
21160,What was the succession of MPs in the constituency of Milton Keynes South West?,1
10579,What are Nathalie Poza's works?,291
21199,Who won The 2013 Sungai Limau by-election and by how many votes?,59
16702,"During what year was Freddy Fender's singles  ""Before the Next Teardrop Falls"" and ""Wasted Days and Wasted Nights"" released in?",1
21459,"In 2011, in what productions and which roles did Christopher Simpson perform?",368
10490,What IMR numbers were assigned to locomotives?,10
8363,"Which shows did Jessica Stroup play in as Erin Silver, Max Hardy, and Joy Meachum and which years?",71
9924,In what years did the Minnesota Fringe Festivals have the most number of shows and the most venues?,6
10214,How did LVL IV do in Billboard 200 and Top Heatseekers?,1
851,Where did ManRaze play a show on 27 September 2005?,1
1618,What roles did Duany have in comedy films?,293
423,What and when was Workin' Overtime nomianted?,130
17269,What was the award name and nominated movie name of the award for which Chan won in 2015?,2
20767,How did Kelly-Ann Baptiste fare at the 2009 world championships?,98
20867,What was the outcome of the 2009 Election and how close was it?,156
21168,"What were the results of the 2017 parliamentary election in the constituency of South Down, UK?",947
11502,What roles did Kaya Scodelario play in 2014-2018 and what roles did Carina Smyth play in 2017?,652
2578,What was the best achievement of Scott Pye in 2012?,321
